TEAM,TEAM_KP,CONFERENCE,CONF_TYPE,WIN,LOSS,SEED,PTS/GM,AVG MARGIN,FGM/GM,FGA/GM,OFF EFF,DEF EFF,eFG%,TS%,3PT%,2PT%,FT%,3PTM/GM,3PTA/GM,OFF REB/GM,DEF REB/GM,TTL REB/GM,OFF REB%,DEF REB%,TTL REB%,BLKS/GM,STL/GM,AST/GM,TO/GM,AST/TO%,WIN% ALL GM,WIN% CLOSE GM,POSS/GM,PF/GM,OPP PTS/GM,OPP AVG MARGIN,OPP FG%,OPP eFG%,OPP 3PT%,OPP 2PT%,OPP FT%,OPP TS%,OPP AST/GM,OPP TO/GM,OPP AST/TO%,NET AST/TOV RATIO,STOCKS/GM,STOCKS-TOV/GM,NET RANK,KenPom RANK,KenPom EM,KenPom AdjO,KenPom AdjD,KenPom AdjT,KenPom Luck,KenPom SOS EM,KenPom SOS OppO,KenPom SOS OppD,KenPom NCSOS Adj EM
Marquette,Marquette,BE,P5,28,6,2,79.9,9.4,29.6,60.8,1.108,0.978,56,116.6,34.8,58.8,72.1,8.9,25.4,7.4,21.1,31.9,23.9,69.3,47.3,3.1,9.4,17.6,10.7,1.638,0.824,0.546,72.2,16.3,70.6,-9.4,44.5,51.1,35.2,50,69.8,107.6,15,16.1,0.934,0.70,12.5,1.8,12,12,21.83,119.3,97.5,68.4,0.014,8.67,109.5,100.9,-1.14
S Methodist,SMU,Amer,MM,0,0,0,70.3,-5.3,25.3,60,0.956,1.029,47.4,101.3,31.1,47.8,67.4,6.3,20.2,8.5,22.8,34.6,25.5,71.4,48,3.4,7.1,13.6,12.9,1.056,0.313,0.385,73.5,17.4,75.6,5.3,45.3,51.8,34.9,51.4,70.9,109.7,15.5,13.4,1.157,-0.10,10.5,-2.4,209,180,-0.87,103.3,104.2,69.6,-0.048,6.34,108,101.7,4.17
Ball State,Ball St.,MAC,MM,20,12,0,75,2.3,25.7,55.5,1.072,1.039,53,112.5,36.9,51.7,68.8,7.5,20.4,8.9,23.1,35.4,28.7,73.5,51.7,3.6,5.3,12.7,12.2,1.047,0.6,0.444,70,16.8,72.7,-2.3,44.6,51,38.4,47.7,73.1,108.7,9.7,11.5,0.849,0.20,8.9,-3.3,150,164,0.22,108.1,107.9,67.6,0.019,-3.41,104.9,108.3,-3.99
W Kentucky,Western Kentucky,CUSA,MM,17,16,0,69.7,-1.9,24.8,57.1,0.993,1.02,49.6,105.8,34.4,48.5,70.8,7.1,20.6,7.5,22.8,34.2,24,70.8,47.9,5,6,12.1,11.7,1.036,0.484,0.546,70.2,14.9,71.6,1.9,43,50.7,36.2,48,69.5,106.2,13.4,12.3,1.086,-0.05,11.0,-0.7,,186,-1.04,104.8,105.8,67.6,0.052,1.25,105.7,104.4,-3.74
Xavier,Xavier,BE,P5,25,9,3,81.4,7.4,30.2,61.1,1.107,1.007,55.6,116.3,39.5,54,71.4,7.6,19.1,9.1,25.7,37.7,30,76.8,54.2,3.2,6.5,19.3,12.6,1.527,0.735,0.6,73.5,15.9,74.1,-7.4,44.3,50.4,35.9,48.7,72.4,106.7,14.8,11.9,1.242,0.29,9.7,-2.9,22,16,19.69,119.3,99.6,70.4,-0.004,9.78,110.3,100.5,3.89
Citadel,The Citadel,SC,MM,0,0,0,66.1,-8.4,23.6,54.9,0.962,1.083,49.3,105.8,32.5,49.6,75.3,6.9,21.3,5.7,22,30.5,18.8,68.9,45,2.6,5.6,11,12.3,0.898,0.29,0.429,68.7,16.9,74.5,8.4,45.4,52.4,33.9,53.5,72.2,111.3,13.5,11.5,1.183,-0.29,8.2,-4.1,331,325,-13.96,98.2,112.1,67.2,0,-3.29,104.2,107.5,-3.48
Ohio State,Ohio St.,B10,P5,16,19,0,72.5,3.5,27.1,58.6,1.067,1.015,52,109.8,36.8,50.6,73.9,6.8,18.6,9.1,23.7,35.9,29.7,73.8,51.9,3.8,5.2,11.7,10.7,1.093,0.457,0.222,68,16.4,69,-3.5,43,48.9,32.1,49.3,72.3,104.1,12.3,10.5,1.174,-0.08,9.0,-1.7,52,50,13.98,115.9,101.9,66,-0.12,11.32,110.5,99.2,-2.47
TX A&M-CC,Texas A&M Corpus Chris,Slnd,MM,23,10,16,78.3,5.3,27,60.2,1.078,1.005,51.2,111.7,36.9,49,80,7.8,21,9.8,22.7,35.8,30.4,72.9,51.8,1.5,8.3,15,12.8,1.172,0.655,0.429,72.6,19.5,72.9,-5.3,45.5,52.4,33.3,54.1,69.1,111,14.1,14.9,0.951,0.22,9.8,-3.0,175,170,-0.23,107.4,107.6,69.3,0.019,-9.07,101.2,110.2,1.44
Miami (OH),Miami OH,MAC,MM,0,0,0,72.2,-5,25.2,55.8,1.027,1.098,52,112.3,32.9,53.8,79.4,7.6,22.9,7.3,20.3,30.7,24.6,67.6,47.2,2.6,5.2,13.3,13.6,0.98,0.31,0.222,70.4,18.8,77.3,5,47.4,53.7,35.4,54.1,73.4,114.5,13.6,12.3,1.101,-0.12,7.8,-5.8,,266,-8.29,103.7,112,66.8,-0.045,-2.67,105.5,108.2,-1.7
LIU,LIU,NEC,MM,0,0,0,64,-17.9,23.8,57.1,0.856,1.095,45.6,97.5,32,44.8,66.6,4.4,13.9,7.2,22.4,33.4,22,71,46.8,3.2,6.2,13.5,16.6,0.811,0.037,0.5,74.8,17.7,81.9,17.9,48.5,55.1,37.4,54.6,68.3,114.6,17.8,12.2,1.458,-0.65,9.4,-7.2,362,363,-30.61,86.5,117.2,72.6,-0.024,-8.98,99.6,108.6,5.77
Illinois St,Illinois St.,MVC,MM,0,0,0,66.5,-4,23,53.1,0.972,1.031,50.2,109,33.6,50,79.3,7.3,21.6,7.1,22.3,32.7,25.3,75.9,51.3,3.3,5.7,10.8,14.6,0.738,0.344,0.2,68.4,18.4,70.5,4,45.5,51.8,33.7,52.6,69.9,109.7,12.3,11.1,1.11,-0.37,9.0,-5.6,281,282,-9.38,100.6,110,65,-0.02,-4.24,102.7,107,-7.87
N Iowa,Northern Iowa,MVC,MM,14,18,0,69,-1.6,24.8,55.5,0.997,1.02,51.3,108.3,33.7,51.7,69.9,7.3,21.5,6.1,23.3,32.5,20.2,78.6,49.6,1.4,6.2,11.5,12,0.952,0.419,0.429,69.2,15.6,70.6,1.6,45.3,53.8,36,53.6,72.9,112.7,13.2,12.4,1.06,-0.11,7.6,-4.4,,219,-3.41,103.2,106.6,67.8,-0.018,-1.23,104.2,105.4,-1.69
South Dakota,South Dakota,Sum,MM,0,0,0,67.9,-6.6,23.7,55.9,0.998,1.094,50.1,107.3,37.9,45.5,76.1,8.5,22.4,6.8,22.8,33,21.7,73.9,48.9,1.5,4.4,12,11.6,1.042,0.345,0.333,68.1,17.8,74.5,6.6,45.5,52.7,36.1,51.8,73.7,112,12.5,9.6,1.302,-0.26,5.9,-5.7,298,294,-10.13,103.3,113.5,66,-0.014,-2.94,104,107,2.18
Longwood,Longwood,BSth,MM,20,12,0,71,4.6,25,57,1.044,0.976,50.2,107.4,34.3,49.5,71.6,7.3,21.2,9.8,22,34.4,30.7,75.1,51.7,2.2,6.4,12.1,11.9,1.017,0.6,0.5,68,16.8,66.4,-4.6,43.9,51.2,34.7,50.5,72.6,109.3,12.2,14.4,0.852,0.17,8.6,-3.3,166,171,-0.26,104.3,104.5,66,-0.032,-7.29,101.9,109.2,-8.01
LA Tech,Louisiana Tech,CUSA,MM,15,18,0,70.2,-1.8,25.2,57.4,0.997,1.023,50.9,107.7,34.5,50.3,71.8,8.1,23.6,8.5,21.4,33.4,27.9,74.6,50.4,2.7,7.5,11.6,13.6,0.853,0.4,0.417,70.4,17.4,72,1.8,45.7,54,38.5,51.1,69.5,113.9,14.7,14.6,1.002,-0.15,10.2,-3.4,170,173,-0.48,105.4,105.9,66.6,-0.028,2.4,106.1,103.7,0.74
New Mexico,New Mexico,MWC,MM,22,11,0,80.6,6.2,28.7,59.5,1.088,1.004,53,114,35.9,52.7,74.4,5.8,16,7.8,25.4,36.6,25.7,74.7,51.3,3.7,6.7,13.4,11.4,1.175,0.656,0.444,74,16.8,74.3,-6.2,43.9,50.4,33.2,50.8,70.4,106.6,14.1,12.7,1.108,0.07,10.4,-1.0,54,52,13.84,116.1,102.2,71.6,-0.03,5.71,108.2,102.5,-0.44
Winthrop,Winthrop,BSth,MM,15,17,0,72.8,-3,24,51.5,1.054,1.098,55.1,118,37.9,53.8,74.7,8.8,23.1,6.4,20.5,29.6,23,67.3,46.6,2.9,4.8,11.2,13.9,0.806,0.433,0.5,69,17.1,75.8,3,48,54.8,35.8,55.5,64.2,112.8,14.1,11.7,1.205,-0.40,7.7,-6.2,254,248,-6.6,108.6,115.2,66.9,0.032,-3.31,103.7,107,2.52
Howard,Howard,MEAC,MM,22,12,16,73.6,1,26.2,57.7,1.005,0.992,52,110.4,37.2,49.9,71.6,7.7,20.8,9.9,22.3,35.4,32,71.4,51.1,3,7,14.3,16.2,0.883,0.613,0.889,73.2,17.5,72.6,-1,44.4,50.6,33.6,50.8,69.3,107.6,12.1,14.8,0.817,0.07,10.0,-6.2,214,215,-3.21,103.7,106.9,69,0.096,-6.11,101.4,107.5,0.26
Fla Atlantic,Florida Atlantic,CUSA,MM,31,3,9,78.2,12.9,27.9,59.6,1.107,0.925,55,115,37.2,54.3,71.8,9.7,26.1,9.1,26.1,38.3,28.9,77.3,53.7,2.5,6.5,14.2,11.5,1.233,0.906,0.9,70.6,15.8,65.3,-12.9,40.4,45.9,32,44.8,74.9,99.2,7.9,12.7,0.621,0.61,9.0,-2.5,13,26,18.23,114.3,96,68.4,0.053,0.41,105.6,105.1,-2.52
Seattle,Seattle,WAC,MM,20,12,0,70.3,0.2,23.9,60.7,0.977,0.974,46.3,100.4,30.9,46.4,71.4,8.4,27.1,9.6,24.2,36.8,27.6,75.4,50.7,3.2,5.7,11.5,11.9,0.969,0.6,0.857,71.9,18.5,70,-0.2,43.2,48.8,32.3,48.9,70.8,104.6,12.9,12.5,1.035,-0.07,8.9,-3.0,,141,2.35,102.1,99.8,69.2,0.092,1.57,106.3,104.7,1.08
Ohio,Ohio,MAC,MM,19,14,0,77.8,3.8,28.1,62.2,1.09,1.038,52.4,110.6,37.3,50.1,73.7,8.9,23.9,10.6,23.2,37.1,32,73.1,51.7,2,6.7,12.1,11.3,1.069,0.563,0.333,71.4,17.9,74,-3.8,45,51.6,34.1,51.9,68.7,108.9,12.3,12.3,1,0.07,8.7,-2.6,133,131,3.41,110.9,107.4,68.4,-0.038,-2.1,105.8,107.9,0.15
McNeese St,McNeese St.,Slnd,MM,0,0,0,67.9,-8.2,24.6,57.8,0.976,1.094,49,103.2,32.4,49.2,66.8,7.5,23.1,10.5,21.1,34.8,31.9,69.6,50.3,1.8,7,10.9,14.7,0.741,0.303,0.417,69.6,19.4,76.1,8.2,47.3,55,39.7,52.1,71.6,115.8,16.6,12.6,1.32,-0.58,8.8,-5.9,,334,-15.38,99,114.3,66.3,0.016,-6.07,103,109.1,6.57
Loyola-Chi,Loyola Chicago,A10,MM,0,0,0,67.4,-5.1,24.4,52.8,0.974,1.048,52.9,111.1,33.4,54.8,69.7,7.1,21.2,6.4,21.7,31,22.8,73.5,48.8,3,5.6,13.8,15,0.922,0.323,0.286,69.2,19.4,72.5,5.1,45.1,51.6,34.4,51.7,75.9,111.8,12.7,12.1,1.048,-0.13,8.6,-6.4,269,254,-7.04,102,109.1,66.2,-0.036,-0.21,104.8,105,-4.2
Maryland BC,UMBC,AE,MM,18,14,0,73.7,0.7,26.8,60,1.057,1.046,51.3,108.9,34,51.6,74.7,8,23.6,7.9,23.2,33.9,24.7,74.5,49.3,2.5,5.6,14.2,10.2,1.397,0.548,0.5,69.8,14.5,73,-0.7,45.6,52.9,37.8,50.5,72.1,110.9,13.7,11.6,1.181,0.22,8.1,-2.1,240,253,-7.04,105.4,112.4,67.7,0.028,-8.41,100.7,109.1,-8.56
Wagner,Wagner,NEC,MM,15,13,0,61.3,-1,22.7,57.3,0.937,0.952,44.9,95.6,30.2,44.7,68.3,6.1,20.3,10.5,21.1,35.1,32.3,77.5,52.8,1.7,6.5,11.5,12.2,0.946,0.5,0.556,65.4,19.4,62.3,1,43.3,49.1,31.5,50.2,71.8,107.9,11,13.3,0.827,0.12,8.2,-4.0,311,318,-12.9,93.7,106.6,62.1,0.019,-12.95,97.3,110.2,-3.08
DePaul,DePaul,BE,P5,0,0,0,71.2,-6.1,25.4,59.4,0.98,1.064,49.7,105.9,36.8,46.3,73.9,8.3,22.5,7.7,21.5,32.4,23.3,68,45.6,4.7,6.4,13.8,12.9,1.07,0.303,0.333,72.6,18.3,77.3,6.1,45.5,51.6,35,51.1,71.1,109.9,14.2,12.6,1.133,-0.06,11.1,-1.8,163,142,2.27,107.9,105.6,68.8,-0.012,10.15,110.3,100.1,2.31
Nebraska,Nebraska,B10,P5,16,16,0,68,-1.9,25.6,55.9,0.976,1.004,51.7,107.2,32.6,53.4,64.1,6.7,20.5,7,25,34.5,22.5,73.6,49.3,2.5,5.5,13.1,12.7,1.03,0.5,0.667,69.6,14.1,69.9,1.9,42.5,49.9,34.1,49,69.4,104.2,15.4,12.1,1.275,-0.25,8.0,-4.7,92,95,7.47,106.7,99.2,67.1,0.053,10.41,110.5,100.1,2.09
Colorado St,Colorado St.,MWC,MM,15,18,0,71.1,-0.2,25.9,54,1.044,1.047,54.8,115.4,35.5,55.8,74.2,7.4,20.8,5,23.3,30.7,18,74.6,47.8,2.4,5.4,15.9,11.2,1.425,0.438,0.556,68.1,16.3,71.3,0.2,44.5,52.2,35.8,51,74.4,110.8,12.7,12,1.06,0.37,7.8,-3.4,110,105,6.41,112.3,105.9,66.1,-0.055,7.41,108.4,101,2.19
BYU,BYU,WCC,MM,19,15,0,74.1,4,26.4,58.5,1.018,0.963,51.5,109.7,32.7,53.1,72.5,7.6,23.1,9,24.4,37.3,29.8,79.1,54,3.9,7.1,14.1,14.3,0.983,0.531,0.444,72.8,19.5,70.1,-4,43.1,49.5,33.9,48.7,69.1,106.1,12.1,13.2,0.922,0.06,11.0,-3.3,85,75,11.59,109.2,97.6,69.6,-0.103,5.31,108.5,103.2,1.28
Tennessee,Tennessee,SEC,MM,23,10,4,71.8,13.8,25.5,58.5,1.055,0.853,50.3,107,32.9,50.9,71.4,7.8,23.6,11.5,24.4,38.5,35.9,75.6,54.8,3.6,8.3,16.9,12.1,1.402,0.697,0.429,68,16.8,58,-13.8,36.9,42.4,26.2,44.6,72.2,94.3,9.8,14.8,0.661,0.74,11.9,-0.2,4,5,24.71,112.7,88,65.5,-0.071,8.77,109.5,100.7,3.16
Samford,Samford,SC,MM,21,11,0,77.1,4.9,25.3,55.9,1.078,1.01,53.5,115.4,36.4,52.6,75.1,9.3,25.5,7.8,23.6,34.4,26.1,75.4,51,2.6,8,11.4,12.5,0.911,0.643,0.444,71.5,18.7,72.2,-4.9,43.6,51.9,37,49,70.8,110.6,13.9,13.8,1.008,-0.10,10.6,-1.9,136,135,2.94,109.3,106.3,68.4,0.002,-3.85,104.1,108,-1.55
Abl Christian,Abilene Christian,WAC,MM,13,17,0,71.3,-3.6,25.4,58.4,0.992,1.042,49.2,105.8,34.3,48.1,72.9,6.7,19.5,7.6,19.6,30.2,23.2,72.8,46.3,2,8,14.8,12.2,1.208,0.346,0.2,71.9,20.9,74.9,3.6,50.1,56.5,38.1,56.2,71.1,119.6,13.5,16.5,0.822,0.39,10.0,-2.2,206,192,-1.43,105.9,107.3,69.2,-0.05,2.44,105.5,103.1,0.24
Delaware,Delaware,CAA,MM,17,16,0,69.4,-1.8,24.6,56.2,1.004,1.031,49.6,106.7,32,50.5,73.4,6.6,20.5,7.1,21.7,32,22.5,71.7,47.3,3.7,6.8,11.8,11.2,1.056,0.5,0.583,69.1,16.4,71.2,1.8,45.4,51.8,36.6,50.1,72.6,109.5,13.9,12.6,1.107,-0.05,10.5,-0.7,225,237,-5.54,102.5,108.1,67.2,0.042,-3.71,103.5,107.2,-0.64
Towson,Towson,CAA,MM,21,12,0,71.8,5,26.1,58.2,1.053,0.979,51.1,107.9,36.7,49,70.8,7.4,20.1,10.5,23.6,37.3,34.1,76,54.4,3.4,6.2,14,12.2,1.141,0.636,0.417,68.1,16.3,66.7,-5,42,48.6,33.2,47.7,75,104.7,11.9,11.8,1.01,0.13,9.6,-2.6,129,130,3.5,108.2,104.7,64.9,-0.048,-4.66,102.3,106.9,-3.51
Tulane,Tulane,Amer,MM,20,11,0,79.9,2.8,27.8,60.4,1.038,1.002,52.4,113.3,33.8,53.4,77.7,7.8,23,5,24.9,33.5,15.3,71.5,45.5,4.2,8.5,15.6,11.3,1.382,0.645,0.714,77,16.5,77.2,-2.8,42.9,50.4,35.7,48.2,69.9,106.5,17,14.5,1.173,0.21,12.7,1.4,105,108,6.3,110.2,103.9,73.1,0.076,1.87,105.5,103.7,-7.94
N Dakota St,North Dakota St.,Sum,MM,16,17,0,71.9,-2.5,25.7,56.9,1.023,1.058,51.7,109.6,33.9,52.2,71.5,7.3,21.6,7,25.6,35.3,22.9,78.6,51.7,2.9,3.9,11.1,11.7,0.95,0.452,0.5,70.3,15.7,74.4,2.5,44.7,50.8,34.2,50.6,76.1,108.4,11.6,8.6,1.348,-0.40,6.8,-4.9,215,213,-3.08,104.6,107.7,68.1,0.007,-1.4,106.3,107.7,7.22
LSU,LSU,SEC,MM,14,19,0,67.6,-3.1,23.3,56.8,0.993,1.039,47.3,102.6,32.7,46.2,72.2,7.2,22.1,9.8,21.8,35,29.7,72.3,50.7,2.7,6.8,12.3,12.3,1.002,0.424,0.6,68.1,17,70.7,3.1,44.7,51.8,34.3,52.1,72.2,109.7,13.1,11.6,1.125,-0.12,9.5,-2.8,151,145,1.62,106.6,105,65.9,0.027,6.68,108.6,101.9,-6.2
Chattanooga,Chattanooga,SC,MM,18,17,0,75.1,1,25.4,57.4,1.067,1.053,53.9,113.5,37.3,51.8,71.6,11.2,29.9,7.8,24.1,35,25.1,75,50.5,3.2,5.8,14.8,12.1,1.223,0.469,0.333,70.4,16.4,74.1,-1,43.5,50.9,34.2,50.6,76.7,109.2,11.5,10.6,1.086,0.14,9.0,-3.1,176,185,-1.03,108.2,109.2,68.5,-0.065,-2.58,105,107.6,1.1
Michigan,Michigan,B10,P5,17,15,0,73.1,3.7,26.3,58.9,1.039,0.987,51.2,108.2,34.6,50.8,70.3,7.7,22.2,7.8,26.3,36.6,24,76.5,50.5,4.7,4.8,12.2,10.2,1.193,0.531,0.25,70.3,15.5,69.4,-3.7,42.5,47.8,31.9,47.8,69.7,101.3,11.8,10.2,1.156,0.04,9.5,-0.7,61,46,14.68,112.8,98.1,67.5,-0.072,9.62,109.5,99.9,0.13
NC State,N.C. State,ACC,P5,23,10,11,78.2,7.4,29,64.2,1.092,0.989,51.8,108.8,34.9,51.5,72,8.4,24.1,10,24,36.6,29.4,76,51.2,4.6,7.9,13,9.5,1.369,0.697,0.714,71.6,17.4,70.8,-7.4,44.4,49.8,32.2,50.6,73.4,107.3,11.5,13.4,0.857,0.51,12.5,3.0,45,55,13.31,113.9,100.6,69.1,0.03,4.81,108.6,103.8,-4.91
Middle Tenn,Middle Tennessee,CUSA,MM,19,14,0,69.8,0.9,25.7,57,1.008,0.996,51.2,107.4,34.3,51,68.5,6.9,20.2,9.2,20.6,32.9,30,74.5,50.6,4.9,7.5,10.7,13,0.819,0.548,0.636,69.3,17.9,69,-0.9,45.5,51.6,36.3,50.2,75.7,111.2,11.1,14.7,0.754,0.06,12.4,-0.6,,121,4.14,106.5,102.4,66.9,0.027,2.72,106.9,104.1,1.77
Marshall,Marshall,SB,MM,24,8,0,81.2,10,30.5,65.7,1.083,0.95,52.6,109.9,33.6,53.9,69.8,8.2,24.3,10.2,24.5,38.3,29.7,69,49.8,5.2,8.8,17.4,11.4,1.531,0.742,0.167,75,16.5,71.2,-10,42.3,47.7,31.9,47.7,63.9,100.1,12.3,14.7,0.832,0.70,14.0,2.6,83,84,9.74,111.3,101.5,72.1,-0.063,-2.7,103.9,106.6,-3.49
Ste F Austin,Stephen F. Austin,WAC,MM,19,13,0,74.1,1.3,26,56.6,1.008,0.99,51.5,110.5,38,49.2,71.8,6.2,16.2,9.2,21.6,33.6,30.2,70,49.7,2.7,8.3,13.8,15.3,0.905,0.552,0.455,73.5,21.8,72.7,-1.3,45.2,51.4,34,51.7,70.2,110.3,14.7,17.1,0.863,0.04,11.0,-4.3,,132,3.2,105.5,102.3,69.3,-0.004,0.08,105.1,105,-1.7
Norfolk St,Norfolk St.,MEAC,MM,22,11,0,73.4,2.9,25.4,54.7,1.057,1.015,52.2,113,32.7,53.8,75.4,6.3,19.2,9,23,35,31.7,71.1,52.4,3.6,6.8,11.8,13.4,0.879,0.621,0.5,69.5,18,70.5,-2.9,42,50.2,34.9,48.3,68.9,106.9,14.7,12.9,1.136,-0.26,10.4,-3.0,181,194,-1.48,107.5,108.9,65.3,0.065,-7.7,100.3,108,-1.5
Utah State,Utah St.,MWC,MM,26,8,10,77.7,8,26.7,56.1,1.1,0.987,55.6,118.6,38.5,54.2,76.7,9.1,23.6,7.4,26,35.6,25.6,77.6,52.9,3.4,4.9,16.6,12.1,1.376,0.758,0.444,70.6,17,69.8,-8,42,47.8,34.3,45.9,74.2,103.2,11.6,10.9,1.064,0.31,8.3,-3.8,18,18,18.88,117.8,98.9,68.8,0.008,7.68,108.8,101.1,3.52
Rice,Rice,CUSA,MM,18,15,0,74.8,-3.7,26.2,57.1,1.029,1.08,53.4,113.3,35.3,53.7,73.8,8.6,24.5,6.8,24.4,33.5,21.9,76,48.9,2.4,5.3,14.5,13.2,1.096,0.5,0.714,72.7,15.7,78.5,3.7,47.8,54.6,37.1,54,69.4,113.3,13.5,11.4,1.187,-0.09,7.7,-5.5,202,216,-3.23,107.5,110.7,69.9,0.096,0.86,105.5,104.6,-6.06
Drake,Drake,MVC,MM,27,7,12,73.8,9.5,26.7,57.5,1.065,0.929,53.1,112.9,36.7,51.9,77.1,7.7,20.9,7.1,25.8,35.2,23.3,80.2,51.9,2.5,5.3,13.1,10.5,1.244,0.788,0.556,69.3,14.9,64.4,-9.5,41.3,47.3,31.2,47.5,69.9,100.4,10.3,12,0.859,0.39,7.8,-2.7,55,66,12.51,109.8,97.3,66.4,0.026,-1.65,104,105.7,-1.72
St. Thomas (MN),St. Thomas,Sum,MM,19,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.0,0.0,,198,-1.8,107.8,109.6,66.1,-0.001,-4.39,103.3,107.7,-1.95
Villanova,Villanova,BE,P5,17,16,0,70,2.1,23.7,54.2,1.049,1.017,52,112.7,34,52.9,82.1,8.8,26,5.9,23.1,31.5,20.5,78.2,49,1.7,5.6,11.2,10.2,1.101,0.515,0.455,66.7,15.8,67.8,-2.1,43.8,50.8,33.7,51,78.2,108.9,14.5,11.2,1.289,-0.19,7.3,-2.9,75,60,12.98,113.8,100.8,63.7,-0.067,9.4,110.1,100.7,4.05
USC,USC,P12,P5,22,10,10,72.8,5.5,26,56.9,1.03,0.952,51.3,110.2,34.5,51.1,74.4,6.5,18.8,7.9,24.2,35.3,26.7,70.2,49.7,5.2,7,13.4,12.5,1.078,0.688,0.5,70.7,17.2,67.3,-5.5,39,45.2,33.4,42.3,71.9,98,13.2,12.5,1.058,0.02,12.2,-0.3,50,36,15.63,113.1,97.5,68.1,0.018,7.84,107.4,99.5,1.63
Stony Brook,Stony Brook,CAA,MM,0,0,0,61.5,-8.3,21.3,52.6,0.918,1.042,47.5,102.7,31.1,48.1,75.2,7.3,23.3,5.6,24.5,33.3,18.6,74.8,48.2,2.4,4.1,11.1,12.8,0.869,0.29,0.444,67.1,15.6,69.9,8.3,42.9,50.3,33.8,49.9,70,105.7,13.5,9.1,1.481,-0.61,6.5,-6.3,327,328,-14.47,96.1,110.6,64.2,0.022,-3.93,102.5,106.4,1.34
Lg Beach St,Long Beach St.,BW,MM,17,16,0,75.6,-0.2,28.2,62.9,0.995,0.997,48.4,103.3,30.2,49.4,67.8,4.5,14.9,10.9,25.8,40.1,32.1,74.3,53.4,3.4,6.9,14.4,13.9,1.037,0.484,0.417,76,17.2,75.7,0.2,43,49.8,34.2,48.8,73.2,106.4,14.8,13.5,1.093,-0.06,10.3,-3.6,161,162,0.5,105.4,104.9,72.9,-0.012,0.27,103.8,103.5,6.53
